"text","diggCount","replyCommentTotal","createTimeISO","uniqueId","videoWebUrl","uid","cid","avatarThumbnail"
"langsung saja ketik nama exchange nya di google yaa 🥰","0",,"2025-05-13T01:59:19.000Z","ieltspresso","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","6836244870434571265","7503743945558459152","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/8dbb57f12b0e7d4eda8e9a67e47511c2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ef551d17&x-expires=1756951200&x-signature=U9lg5eUhnTFmFmutB7j9P7U6ksI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"yang canada itu kok gada di web ya? web resminya apa ya?","0","0","2025-05-29T16:26:07.000Z","jbleirs","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","7482476763400422418","7509904771194061586","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/52bf14bd9c09d88e1dbcbaabc20a01a5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ec850ffa&x-expires=1756951200&x-signature=jW2GMdJDhecPi%2FFapGG6zaOWv5s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"harus bisa b Inggris dulu pasti","8","1","2025-05-11T06:20:11.000Z","bngakysa","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","7089429309941629954","7503069042410275592","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/6446bc52f4978c5b142af660648ae92f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d6561443&x-expires=1756951200&x-signature=YnA5YxxeccKxDZWcSI7vKjuaaFw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Ini tu beneran ga siii ???","2","4","2025-05-09T10:48:22.000Z","justmelkyy","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","7199102647772578817","7502395965607035656","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/e3f31472d63df134f20a1281cc6cd6e1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a913c4a7&x-expires=1756951200&x-signature=dQ9A1NbVyJdRKUG93sEC2loypdo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"iyaap!","0",,"2025-05-10T02:04:40.000Z","ieltspresso","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","6836244870434571265","7502632028434023184","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/8dbb57f12b0e7d4eda8e9a67e47511c2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ef551d17&x-expires=1756951200&x-signature=U9lg5eUhnTFmFmutB7j9P7U6ksI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"daftar kuliah luar negeri + beasiswanya tanpa prestasi sebenernya mungkin nggk sih?🙂","0","0","2025-07-07T10:48:59.000Z","sashaa_crochet","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","7317599990405170177","7524290206929961729","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/978a0536400fa854e6bcf1e14adb4d1f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=25f879f6&x-expires=1756951200&x-signature=2%2F%2BafnTtNbkIL8oXg1BxZARtH%2Fc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"kak gimana ya langkah langkah nya, masi belum paham, mulai dari mana? kalo belajar sekarang kira kira terlambat ga?","0","1","2025-05-26T14:52:15.000Z","zharifahalyaah","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","7100096093740057627","7508767325899784967","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/b989421d3bc2c5460b1883c45895faa5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a024e8f4&x-expires=1756951200&x-signature=Sb0s67igysuq9A9%2BpsqOWpmwfeU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"ngga dong, kalo emang ga cukup persiapannya bisa ikut yang tahun depan ✨️","0",,"2025-06-02T03:41:14.000Z","ieltspresso","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","6836244870434571265","7511191933114827521","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/8dbb57f12b0e7d4eda8e9a67e47511c2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ef551d17&x-expires=1756951200&x-signature=U9lg5eUhnTFmFmutB7j9P7U6ksI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"kalau apply fully funded gini jadi yg di tanggung sama kita berapa persen sih kak","8","4","2025-05-15T02:45:53.000Z","onmywayyies","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","7235242315269784581","7504498158099333896","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/55509ed12efa65c1977fb6d2ac281aee~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a9689790&x-expires=1756951200&x-signature=CPxMpsDOEp2bFSfBbRn%2Bt007qig%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"gaada kak, kalo fully funded artinya dibiayai penuh yaa","8",,"2025-05-15T11:06:12.000Z","ieltspresso","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","6836244870434571265","7504627038457430801","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/8dbb57f12b0e7d4eda8e9a67e47511c2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ef551d17&x-expires=1756951200&x-signature=U9lg5eUhnTFmFmutB7j9P7U6ksI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"😻😻😻","1","0","2025-07-28T08:19:00.000Z","nrlissaa","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","6823069327723054081","7532044356472275720","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/0a04034e2064c1ec781ac95ca2d9c644~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f17e9187&x-expires=1756951200&x-signature=cs5xz51Ga0wusTaXWjs%2BlO1LGzs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"🔥🔥","0","0","2025-05-16T12:32:59.000Z","isaghuji_","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","7369931500131337222","7505020516983833351","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/5acc5a31a9bf3851fda0c3ab93b7e2d0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=10bc0add&x-expires=1756951200&x-signature=DomIRAIRHZp%2FdUvPnoPmYPzwhXk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"🙏","0","0","2025-05-15T06:50:54.000Z","helenaelva0","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","6846733622382478337","7504561305137611527","https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/1640befca40075cfd6d880ce5038d667~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bfe13d23&x-expires=1756951200&x-signature=B0GUy3cjvvljOKma7euTb59Iagc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"😁","0","0","2025-06-02T11:23:09.000Z","metadwicahyani0","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","6881957630806557697","7511311032263885586","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7284996119360929797~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2c66826a&x-expires=1756951200&x-signature=PCm5y%2Fdu%2Fm1UTBGu34DKW%2BSDbMU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"😁","0","0","2025-05-20T04:02:31.000Z","aisyahanifaa_","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","118001354375118848","7506373323904467720","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/181d7652e0238488cdb6564fc9a96790~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=89102115&x-expires=1756951200&x-signature=huaWiG5A1AX1UtOpcEtiNO0tyJg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"😆","0","0","2025-06-23T23:35:54.000Z","tasyalala23_","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","7382106371234268165","7519292619243914004","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/2920d24e4d111006ec1d2b5e93d53895~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=280e5e1f&x-expires=1756951200&x-signature=jNLVNyqDRs2J2Jd1704VQbl8IK4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"😂😂😂","0","0","2025-06-15T11:31:05.000Z","crzlupfamily","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","6604232482513616898","7516137153648263953","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/7326395399969701890~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0d430a6f&x-expires=1756951200&x-signature=gelgZihohsiO3Cx68eNRJjcMVtI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"🤩","0","0","2025-06-05T16:44:38.000Z","studyfirst.id","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","7173051763788104706","7512507138763064072","https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/1aa78ff4c05bac1c4012b8b40a9b5cdf~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=46d0f22e&x-expires=1756951200&x-signature=RzMzg1O5yZQBuAimNhL5FAEF9EU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"lah serius ? pengen ke Afrika Selatan deh. ketemu jerapah wkwkw","0","0","2025-06-09T11:10:26.000Z","aldi_reynaldi_ar","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","6521306743498637314","7513905349746836232","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/923e4b67035411d6a5dfdd317670e1ae~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=aed7b15f&x-expires=1756951200&x-signature=ULJee1G%2BoTo1Sk%2F0DuxZYCGTpMk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Aku pengennnnn🥹🥹🥹tapi gatau mesti memulainya dari mana dan gimana tapi aku mau","361","38","2025-06-02T12:30:19.000Z","sabrinasab_15","https://www.tiktok.com/@calandracl/video/7511007318000094520","6749678875209466882","7511328323084485383","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a2e95071c72512aa6c80afd03aee548f~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=4785d56a&x-expires=1756951200&x-signature=KXwADkNT2eEBTOF8uR4hFdNz3sU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Hallo kak, kalo boleh tau kamu tinggal di australia pake visa apa ya kak?🙏","8","2","2025-06-03T03:17:12.000Z","il0vemyselff","https://www.tiktok.com/@calandracl/video/7511007318000094520","6776640136852882433","7511556847478162183","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e40578a850156e5f07ba1fcec9d14439~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=43d30f0f&x-expires=1756951200&x-signature=h7nEpRDWbeVKyvrzR8VjqO91jcU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"motivational","1","0","2025-04-02T21:31:36.000Z","study_with_stacey","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","7485680136227636246","7488831626752377622","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/cc4c31586553f132e4cc6770866f778a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a81c2c64&x-expires=1756951200&x-signature=ax43CJRvfB1YcG8cS6VAC2QnZZk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Fighting 🥰","1","0","2025-01-23T22:07:54.000Z","jennieee0190","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6922220387330688002","7463235843248718610","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/5f12e7d426bb9a6abad99f11dbfbaf6d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6e8d1df7&x-expires=1756951200&x-signature=MCicLg72BfEubE9YBoIiuUKYxWg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"KEREN KAK","1","0","2025-01-24T04:03:59.000Z","alangitulho","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6832654345348514818","7463327755931239175","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/1a274640fba4beffb1880f4832d6ba82~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c02904f5&x-expires=1756951200&x-signature=ROzD6XJVVo81wK23Z8G8vh0DeUU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"❤️يا رب","1","0","2025-03-08T03:32:13.000Z","enchantedatmidnightx","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","7371570860505302022","7479276238327038726","https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/8aa1ef8c6ac457422ca1d890abb403ef~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=eaa443a1&x-expires=1756951200&x-signature=5%2FQpHn%2B5sW3nave2EiUZaZuO72Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Semangat terus ka💐","1","0","2025-01-23T12:52:44.000Z","shennn619","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","7032614741487748097","7463092975984378629","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/f2ec76cd6442659f96ad6d9e604c2521~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=47a80431&x-expires=1756951200&x-signature=52273dgLOsB2jQZ8EQ1EhZbsVQw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"OMGGG keren bgtt!","1","0","2025-01-23T17:31:23.000Z","lavenderlhaaze","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6780287669164426242","7463164774609814280","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/12e91b2aafc20b51185ee9535f363f66~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=458bcfc3&x-expires=1756951200&x-signature=XV84HuHdnMJxLKmmA3w8TtrLMK0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"GIRLLL keren bangett","1","0","2025-01-23T17:52:40.000Z","valhallabx","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6999256326740853762","7463170205721740052","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/60cc46048e7cf91ff862395efa22d614~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=55da0b9c&x-expires=1756951200&x-signature=QwtVQYpkW%2BMXXzzjunIk21fRnLQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"kereen","1","1","2025-01-28T07:08:42.000Z","apt.hilda_m.farm","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","7214013377772225538","7464859747985441543","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/2a22418053778ef41c90ed8527c40ff3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c2c1de47&x-expires=1756951200&x-signature=4HpKhKMUXTMrXJfYEEhwpNV0lbc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"mau kak template nya","0","0","2025-08-14T15:15:45.000Z","cuandesk","https://www.tiktok.com/@nadaikaa/video/7538096529605709112","7220079182666564613","7538460194000306952","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/5d68229629c7a5c8e3fc3c6fa02560f5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=69767a75&x-expires=1756951200&x-signature=us946FTMFtReBZ5lo%2BSehsv2fjE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"mau templetnya kak","0","0","2025-08-30T07:45:01.000Z","abilan_31","https://www.tiktok.com/@nadaikaa/video/7538096529605709112","7512074189797786625","7544281391661368072","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/31c448ffcdaf7d7704080d5fbc855148~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=03233376&x-expires=1756951200&x-signature=Mjub0vAr1igSarY8yLoG25ojGSY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"mau kak template nya🙏","0","0","2025-08-15T04:31:06.000Z","bbto281","https://www.tiktok.com/@nadaikaa/video/7538096529605709112","7214339820523914242","7538665142491349778","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/ffd593a11816c8eafa1845f60d1aa2d6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=05334d1b&x-expires=1756951200&x-signature=bmcSx4uqkBYXWvAocqMcNomqdfk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Essay","0","0","2025-08-20T03:41:08.000Z","ikannthi","https://www.tiktok.com/@nadaikaa/video/7538096529605709112","72299974493","7540507685776343825","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/f48b6480a7be7e5778ca5cee6e608913~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a16c5809&x-expires=1756951200&x-signature=euRtTPmBJoslkOtq6OLKqmZ0StA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"mau kakkk","0","0","2025-08-26T03:42:01.000Z","hi.blueme","https://www.tiktok.com/@nadaikaa/video/7538096529605709112","7473925470691623944","7542734421130248967","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/3302044c46fb737cfec0fe3fe86e5b13~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=75aa1e5d&x-expires=1756951200&x-signature=wsLiauA72rwdWttrIn492g73z7E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"kak, kalo ga keberatan boleh ya share template essaynya
makasih ❤️🫰","0","0","2025-08-26T09:06:29.000Z","juli.reag","https://www.tiktok.com/@nadaikaa/video/7538096529605709112","7298341692767470598","7542818058507731720","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7305222722800189445~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=566e6a0e&x-expires=1756951200&x-signature=%2F3lqIlRVaQ6rHxL61WOJsOh6e2I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"mau kak","0","0","2025-08-26T02:33:07.000Z","dyxx_still_kid","https://www.tiktok.com/@nadaikaa/video/7538096529605709112","6959827399799555077","7542716668649931537","https://p19-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/5dca9d515c6cf85c03d16ea1749b2638~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ebff5502&x-expires=1756951200&x-signature=Ihrkrxht9PWnqyz%2FrrxqW1eRTcg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"up","1",,"2025-09-01T07:40:56.000Z","pisangnuggetrenyah","https://www.tiktok.com/@nadaikaa/video/7538096529605709112","7376529395416859654","7545022503552336661","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/aae449e860c3a1f845073e827d41dbcc~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4b7238e8&x-expires=1756951200&x-signature=vkR%2BvmFsts9ACzNgLF1a4MViwZE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"upp","0",,"2025-09-02T07:16:56.000Z","kyyy_world","https://www.tiktok.com/@nadaikaa/video/7538096529605709112","7406261770401350662","7545387413251162900","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2965ef39f1d1b131bb071765e10e9d90~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6620caec&x-expires=1756951200&x-signature=ZK%2FFcsWHDNoZbjHEbt8JynW99ao%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"up","0",,"2025-09-01T14:10:44.000Z","laficrimee","https://www.tiktok.com/@nadaikaa/video/7538096529605709112","7008934042075431962","7545122966310568711","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ca2928fa2e5de3cb38609a633cc35239~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=72b03f22&x-expires=1756951200&x-signature=xk4zBD6B3h67z6W4r6hiK96Sz6Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"up🥺","0",,"2025-08-31T09:44:46.000Z","threehnst","https://www.tiktok.com/@nadaikaa/video/7538096529605709112","7067886821585257498","7544683338566419221","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2ecc18aaa41b6ba659e6a62e2de66db0~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f7d0526e&x-expires=1756951200&x-signature=5pJcA3yRFAlVzog92Zvr75m4ACw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"Mau ka templatenya🙏","0","0","2025-08-14T10:31:18.000Z","henrydiaustralia","https://www.tiktok.com/@nadaikaa/video/7538096529605709112","7144128468753040390","7538386869891236626","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4906673c10db66c3fafabb723ee8c866~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=b357fb94&x-expires=1756951200&x-signature=fisO7WKkTJhZVpx5nPtwe%2Bhez38%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"kK mau kakk","0","0","2025-08-28T04:17:28.000Z","yypinggzz","https://www.tiktok.com/@nadaikaa/video/7538096529605709112","6967756652472927233","7543485753889178386","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7be9e7e4121f5cae031ce44f2c2d61b0~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=9d57e55e&x-expires=1756951200&x-signature=OEghkjd9%2BPkdbCOOvcYy%2FB%2BFCHY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"mauuu kakk🙏","0","0","2025-08-27T12:15:07.000Z","winaarianti12","https://www.tiktok.com/@nadaikaa/video/7538096529605709112","7089015830172976155","7543237738377888519","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2c18a9b9c243f006cc9b44e378a09262~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=4942104d&x-expires=1756951200&x-signature=x115zNuKR5SNpbFm5FpR6%2Fr8e6w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"tiap tahun mestinya ada 😊✨️","1",,"2025-07-30T01:04:53.000Z","ieltspresso","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","6836244870434571265","7532674627022160656","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8dbb57f12b0e7d4eda8e9a67e47511c2~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=accb74a1&x-expires=1756951200&x-signature=nuOzt6ns9ymoOtgMUpbMOqo4TG8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"exchange itu apa beasiswa??","0","1","2025-06-01T08:35:26.000Z","zh4fihraaaa","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","7289844111258305538","7510896704348488455","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/035f3c92b0712713d9c1c0f933409ebf~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=1e695beb&x-expires=1756951200&x-signature=kRDVBxY43%2FQmT%2BNtog6XCCwy99w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"S1?","1","1","2025-05-09T20:56:06.000Z","quantuminsight12","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","7453338810060391430","7502552494964589319","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a62d00e657dfab505d2f1c917c8bb8d4~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=6edc944f&x-expires=1756951200&x-signature=pGTk4St1EkRWNaWO6wsP6neEfUQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"iyaap","1",,"2025-05-13T01:59:05.000Z","ieltspresso","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","6836244870434571265","7503743805788357393","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8dbb57f12b0e7d4eda8e9a67e47511c2~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=accb74a1&x-expires=1756951200&x-signature=nuOzt6ns9ymoOtgMUpbMOqo4TG8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"mau templatenya kak, kalau punya group mau join kak","0","0","2025-08-15T10:58:42.000Z","rimma.ns","https://www.tiktok.com/@nadaikaa/video/7538096529605709112","6793361731122545666","7538765032587625236","https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/9645b4d8303e4b0fa97d6ba4757a6421~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=97bd953f&x-expires=1756951200&x-signature=D%2BZSM3APrDH3uLVbDVdWtEhrugc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"mau templatenya mbak","0","0","2025-08-23T06:25:06.000Z","mery_mama","https://www.tiktok.com/@nadaikaa/video/7538096529605709112","6961574107231011841","7541663209003631368","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/f9992ccd01177e194c3036e6c1cadcef~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=37266e68&x-expires=1756951200&x-signature=8mKl%2BUmd9tlHc8ZbmdrZUpdqcwk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"essayyy, aku mauu kakk 🥺","0","0","2025-08-26T04:58:52.000Z","najwasbrn","https://www.tiktok.com/@nadaikaa/video/7538096529605709112","6938314505328002049","7542754238339384082","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7326222574172995605~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=9661ba35&x-expires=1756951200&x-signature=odU5n1%2B5PO33FA3armxlvA%2FwgdU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
